school	student	normexam	cons	standlrt	girl	schgend	avslrt	schav	vrband
31.00	15.00	0.00	1.00	0.21	1.00	girlsch	-0.49	low	vb2
31.00	16.00	-1.03	1.00	-1.20	1.00	girlsch	-0.49	low	vb3
31.00	17.00	-0.49	1.00	-0.54	1.00	girlsch	-0.49	low	vb2
31.00	18.00	-1.03	1.00	-0.12	1.00	girlsch	-0.49	low	vb2
31.00	19.00	-0.27	1.00	-2.36	1.00	girlsch	-0.49	low	vb2
31.00	20.00	0.13	1.00	-2.03	1.00	girlsch	-0.49	low	vb3
31.00	21.00	-0.78	1.00	-0.29	1.00	girlsch	-0.49	low	vb2
31.00	22.00	1.11	1.00	0.45	1.00	girlsch	-0.49	low	vb2
31.00	23.00	0.19	1.00	-0.37	1.00	girlsch	-0.49	low	vb2
31.00	24.00	-0.42	1.00	-1.86	1.00	girlsch	-0.49	low	vb3
31.00	25.00	-1.53	1.00	-0.70	1.00	girlsch	-0.49	low	vb3
31.00	26.00	1.44	1.00	-0.12	1.00	girlsch	-0.49	low	vb2
31.00	27.00	0.48	1.00	-0.29	1.00	girlsch	-0.49	low	vb2
31.00	28.00	-0.27	1.00	-0.04	1.00	girlsch	-0.49	low	vb2
31.00	29.00	0.75	1.00	0.12	1.00	girlsch	-0.49	low	vb2
31.00	30.00	0.13	1.00	0.62	1.00	girlsch	-0.49	low	vb1
31.00	31.00	0.40	1.00	0.21	1.00	girlsch	-0.49	low	vb2
31.00	32.00	-0.13	1.00	-0.87	1.00	girlsch	-0.49	low	vb2
31.00	33.00	-1.84	1.00	-1.36	1.00	girlsch	-0.49	low	vb3
31.00	34.00	-0.34	1.00	-0.62	1.00	girlsch	-0.49	low	vb2
31.00	35.00	-1.22	1.00	-0.46	1.00	girlsch	-0.49	low	vb2
31.00	36.00	-0.78	1.00	-1.12	1.00	girlsch	-0.49	low	vb3
31.00	37.00	-1.03	1.00	-0.21	1.00	girlsch	-0.49	low	vb2
31.00	38.00	-0.78	1.00	-0.95	1.00	girlsch	-0.49	low	vb3
31.00	39.00	0.48	1.00	0.54	1.00	girlsch	-0.49	low	vb1
31.00	40.00	0.26	1.00	-0.04	1.00	girlsch	-0.49	low	vb2
31.00	41.00	-0.94	1.00	-1.20	1.00	girlsch	-0.49	low	vb3
31.00	42.00	-0.27	1.00	-1.03	1.00	girlsch	-0.49	low	vb3
31.00	43.00	-0.85	1.00	-1.12	1.00	girlsch	-0.49	low	vb3
31.00	44.00	-0.70	1.00	-0.62	1.00	girlsch	-0.49	low	vb2
31.00	45.00	-0.06	1.00	-0.04	1.00	girlsch	-0.49	low	vb2
31.00	46.00	-0.70	1.00	-0.21	1.00	girlsch	-0.49	low	vb2
31.00	47.00	0.07	1.00	-1.78	1.00	girlsch	-0.49	low	vb3
31.00	48.00	0.75	1.00	-0.29	1.00	girlsch	-0.49	low	vb2
31.00	49.00	0.00	1.00	-0.12	1.00	girlsch	-0.49	low	vb2
32.00	1.00	-0.94	1.00	-1.70	1.00	mixedsch	-0.65	low	vb3
32.00	2.00	-0.34	1.00	-1.86	1.00	mixedsch	-0.65	low	vb3
32.00	3.00	-0.56	1.00	-0.21	0.00	mixedsch	-0.65	low	vb2
32.00	4.00	-0.85	1.00	-0.70	0.00	mixedsch	-0.65	low	vb2
32.00	5.00	0.19	1.00	1.11	1.00	mixedsch	-0.65	low	vb2
32.00	6.00	-1.44	1.00	-2.60	0.00	mixedsch	-0.65	low	vb3
32.00	7.00	-1.12	1.00	-2.93	0.00	mixedsch	-0.65	low	vb3
32.00	8.00	0.00	1.00	0.54	0.00	mixedsch	-0.65	low	vb2
32.00	9.00	-0.42	1.00	-0.21	0.00	mixedsch	-0.65	low	vb2
32.00	10.00	1.04	1.00	1.03	0.00	mixedsch	-0.65	low	vb2
32.00	11.00	1.04	1.00	0.45	1.00	mixedsch	-0.65	low	vb2
32.00	12.00	0.40	1.00	0.37	0.00	mixedsch	-0.65	low	vb2
32.00	13.00	-0.27	1.00	-1.28	0.00	mixedsch	-0.65	low	vb2
32.00	14.00	-1.62	1.00	-1.78	0.00	mixedsch	-0.65	low	vb3
32.00	15.00	-1.44	1.00	-1.78	0.00	mixedsch	-0.65	low	vb3
32.00	16.00	1.24	1.00	0.54	0.00	mixedsch	-0.65	low	vb1
32.00	17.00	0.13	1.00	-1.12	0.00	mixedsch	-0.65	low	vb3
32.00	18.00	-3.06	1.00	-2.60	0.00	mixedsch	-0.65	low	vb3
32.00	19.00	0.54	1.00	-0.62	1.00	mixedsch	-0.65	low	vb2
32.00	20.00	0.33	1.00	-0.54	0.00	mixedsch	-0.65	low	vb2
32.00	21.00	-1.84	1.00	-0.54	0.00	mixedsch	-0.65	low	vb2
32.00	22.00	1.51	1.00	1.69	1.00	mixedsch	-0.65	low	vb1
32.00	23.00	-0.34	1.00	-0.95	0.00	mixedsch	-0.65	low	vb2
32.00	24.00	-1.84	1.00	-1.70	0.00	mixedsch	-0.65	low	vb3
32.00	25.00	-1.03	1.00	0.04	1.00	mixedsch	-0.65	low	vb2
32.00	26.00	-0.13	1.00	0.21	1.00	mixedsch	-0.65	low	vb2
32.00	27.00	-1.96	1.00	-0.54	0.00	mixedsch	-0.65	low	vb3
32.00	28.00	0.19	1.00	0.45	0.00	mixedsch	-0.65	low	vb2
32.00	29.00	0.68	1.00	-0.12	1.00	mixedsch	-0.65	low	vb2
32.00	30.00	-0.62	1.00	-1.36	0.00	mixedsch	-0.65	low	vb3
32.00	31.00	-0.34	1.00	0.04	1.00	mixedsch	-0.65	low	vb2
32.00	32.00	0.26	1.00	0.54	0.00	mixedsch	-0.65	low	vb2
32.00	33.00	-0.62	1.00	-0.12	1.00	mixedsch	-0.65	low	vb3
32.00	34.00	0.00	1.00	-1.03	0.00	mixedsch	-0.65	low	vb3
32.00	35.00	-0.27	1.00	-1.53	0.00	mixedsch	-0.65	low	vb3
32.00	36.00	-0.94	1.00	-1.86	0.00	mixedsch	-0.65	low	vb3
32.00	37.00	-0.13	1.00	-1.20	0.00	mixedsch	-0.65	low	vb2
32.00	38.00	0.97	1.00	1.03	1.00	mixedsch	-0.65	low	vb1
32.00	39.00	0.75	1.00	-0.54	1.00	mixedsch	-0.65	low	vb2
32.00	40.00	-1.62	1.00	-1.61	1.00	mixedsch	-0.65	low	vb2
32.00	41.00	0.68	1.00	-0.04	0.00	mixedsch	-0.65	low	vb2
32.00	42.00	-1.84	1.00	-2.27	1.00	mixedsch	-0.65	low	vb3
33.00	1.00	0.13	1.00	0.95	0.00	mixedsch	0.08	mid	vb2
33.00	2.00	0.54	1.00	1.11	0.00	mixedsch	0.08	mid	vb1
33.00	3.00	0.48	1.00	0.04	0.00	mixedsch	0.08	mid	vb2
33.00	4.00	0.07	1.00	0.04	0.00	mixedsch	0.08	mid	vb1
33.00	5.00	-1.34	1.00	-0.12	0.00	mixedsch	0.08	mid	vb2
33.00	6.00	-1.34	1.00	-1.61	0.00	mixedsch	0.08	mid	vb3
33.00	7.00	-0.56	1.00	-1.28	0.00	mixedsch	0.08	mid	vb2
33.00	8.00	-0.34	1.00	-0.95	0.00	mixedsch	0.08	mid	vb3
33.00	9.00	0.00	1.00	0.04	1.00	mixedsch	0.08	mid	vb3
33.00	10.00	0.75	1.00	1.36	0.00	mixedsch	0.08	mid	vb1
33.00	11.00	0.26	1.00	-1.20	1.00	mixedsch	0.08	mid	vb2
33.00	12.00	0.90	1.00	0.54	0.00	mixedsch	0.08	mid	vb1
33.00	13.00	0.33	1.00	0.21	0.00	mixedsch	0.08	mid	vb1
33.00	14.00	-0.85	1.00	-0.46	1.00	mixedsch	0.08	mid	vb2
33.00	15.00	-0.78	1.00	-0.29	0.00	mixedsch	0.08	mid	vb2
33.00	16.00	0.00	1.00	-0.54	0.00	mixedsch	0.08	mid	vb2
33.00	17.00	0.40	1.00	1.20	0.00	mixedsch	0.08	mid	vb2
33.00	18.00	0.75	1.00	1.36	0.00	mixedsch	0.08	mid	vb2
33.00	19.00	0.07	1.00	0.62	1.00	mixedsch	0.08	mid	vb1
33.00	20.00	-0.34	1.00	-0.29	1.00	mixedsch	0.08	mid	vb3
33.00	21.00	0.90	1.00	1.20	0.00	mixedsch	0.08	mid	vb2
33.00	22.00	1.04	1.00	2.11	1.00	mixedsch	0.08	mid	vb1
33.00	23.00	-0.27	1.00	0.78	0.00	mixedsch	0.08	mid	vb2
33.00	24.00	1.04	1.00	-0.04	1.00	mixedsch	0.08	mid	vb2
33.00	25.00	0.68	1.00	0.04	1.00	mixedsch	0.08	mid	vb2
33.00	26.00	-0.06	1.00	-0.12	1.00	mixedsch	0.08	mid	vb2
33.00	27.00	-0.56	1.00	-0.12	0.00	mixedsch	0.08	mid	vb2
33.00	28.00	-0.34	1.00	-0.62	1.00	mixedsch	0.08	mid	vb3
33.00	29.00	0.40	1.00	0.54	1.00	mixedsch	0.08	mid	vb1
33.00	30.00	-0.20	1.00	-0.46	0.00	mixedsch	0.08	mid	vb3
33.00	31.00	0.13	1.00	0.78	1.00	mixedsch	0.08	mid	vb1
33.00	32.00	-0.42	1.00	0.04	1.00	mixedsch	0.08	mid	vb2
33.00	33.00	-1.34	1.00	-1.86	1.00	mixedsch	0.08	mid	vb3
33.00	34.00	-0.34	1.00	-1.12	1.00	mixedsch	0.08	mid	vb3
33.00	35.00	0.61	1.00	0.29	1.00	mixedsch	0.08	mid	vb1
33.00	36.00	0.40	1.00	0.37	0.00	mixedsch	0.08	mid	vb2
33.00	37.00	-0.70	1.00	-0.46	0.00	mixedsch	0.08	mid	vb1
33.00	38.00	-0.20	1.00	0.04	1.00	mixedsch	0.08	mid	vb2
33.00	39.00	-1.34	1.00	-0.21	0.00	mixedsch	0.08	mid	vb2
33.00	40.00	-1.12	1.00	-0.29	1.00	mixedsch	0.08	mid	vb3
33.00	41.00	0.40	1.00	0.95	1.00	mixedsch	0.08	mid	vb1
33.00	42.00	1.90	1.00	0.29	0.00	mixedsch	0.08	mid	vb1
33.00	43.00	-1.44	1.00	-2.85	0.00	mixedsch	0.08	mid	vb3
33.00	44.00	1.11	1.00	0.04	0.00	mixedsch	0.08	mid	vb1
33.00	45.00	-0.06	1.00	1.61	0.00	mixedsch	0.08	mid	vb1
33.00	46.00	0.68	1.00	2.35	0.00	mixedsch	0.08	mid	vb1
33.00	47.00	-0.70	1.00	-0.21	0.00	mixedsch	0.08	mid	vb3
33.00	48.00	0.07	1.00	0.37	1.00	mixedsch	0.08	mid	vb1
33.00	49.00	0.75	1.00	0.21	1.00	mixedsch	0.08	mid	vb1
33.00	50.00	-0.94	1.00	-0.04	0.00	mixedsch	0.08	mid	vb2
33.00	51.00	0.33	1.00	-0.46	0.00	mixedsch	0.08	mid	vb2
33.00	52.00	0.40	1.00	0.12	0.00	mixedsch	0.08	mid	vb2
33.00	53.00	-0.27	1.00	-0.54	0.00	mixedsch	0.08	mid	vb2
33.00	54.00	1.44	1.00	0.21	1.00	mixedsch	0.08	mid	vb2
33.00	55.00	1.04	1.00	0.21	1.00	mixedsch	0.08	mid	vb2
33.00	56.00	0.68	1.00	0.37	1.00	mixedsch	0.08	mid	vb1
33.00	57.00	1.37	1.00	1.20	0.00	mixedsch	0.08	mid	vb2
33.00	58.00	1.44	1.00	-0.21	0.00	mixedsch	0.08	mid	vb2
33.00	59.00	-0.34	1.00	-0.46	1.00	mixedsch	0.08	mid	vb2
33.00	60.00	0.19	1.00	-1.12	1.00	mixedsch	0.08	mid	vb2
33.00	61.00	-0.85	1.00	-0.21	0.00	mixedsch	0.08	mid	vb3
33.00	62.00	1.81	1.00	0.29	0.00	mixedsch	0.08	mid	vb1
33.00	63.00	-0.85	1.00	-0.54	1.00	mixedsch	0.08	mid	vb2
33.00	64.00	-0.06	1.00	-0.12	1.00	mixedsch	0.08	mid	vb2
33.00	65.00	0.26	1.00	0.21	1.00	mixedsch	0.08	mid	vb2
33.00	66.00	-0.78	1.00	0.87	0.00	mixedsch	0.08	mid	vb1
33.00	67.00	0.54	1.00	0.04	1.00	mixedsch	0.08	mid	vb1
33.00	68.00	-0.06	1.00	-0.29	1.00	mixedsch	0.08	mid	vb1
33.00	69.00	0.00	1.00	0.12	0.00	mixedsch	0.08	mid	vb1
33.00	70.00	0.68	1.00	1.11	0.00	mixedsch	0.08	mid	vb1
33.00	71.00	1.11	1.00	0.87	0.00	mixedsch	0.08	mid	vb2
33.00	72.00	-0.70	1.00	0.21	0.00	mixedsch	0.08	mid	vb2
33.00	73.00	-0.85	1.00	-0.29	0.00	mixedsch	0.08	mid	vb3
33.00	74.00	-0.34	1.00	-0.21	0.00	mixedsch	0.08	mid	vb2
33.00	75.00	0.97	1.00	0.37	1.00	mixedsch	0.08	mid	vb1
33.00	76.00	-0.78	1.00	0.04	1.00	mixedsch	0.08	mid	vb2
33.00	77.00	0.26	1.00	-0.29	0.00	mixedsch	0.08	mid	vb2
34.00	1.00	0.48	1.00	1.86	0.00	mixedsch	-0.36	low	vb1
34.00	2.00	0.07	1.00	-0.54	0.00	mixedsch	-0.36	low	vb2
34.00	3.00	-0.34	1.00	0.29	0.00	mixedsch	-0.36	low	vb3
34.00	4.00	-2.75	1.00	-1.86	1.00	mixedsch	-0.36	low	vb2
34.00	5.00	-2.29	1.00	-2.60	0.00	mixedsch	-0.36	low	vb3
34.00	6.00	0.61	1.00	0.12	0.00	mixedsch	-0.36	low	vb2
34.00	7.00	-1.84	1.00	-1.28	1.00	mixedsch	-0.36	low	vb3
34.00	8.00	1.44	1.00	0.12	1.00	mixedsch	-0.36	low	vb2
34.00	9.00	-0.62	1.00	0.87	0.00	mixedsch	-0.36	low	vb2
34.00	10.00	0.97	1.00	-0.21	1.00	mixedsch	-0.36	low	vb2
34.00	11.00	-3.06	1.00	-0.87	0.00	mixedsch	-0.36	low	vb3
34.00	12.00	0.19	1.00	0.45	0.00	mixedsch	-0.36	low	vb1
34.00	13.00	-1.44	1.00	-1.20	0.00	mixedsch	-0.36	low	vb3
34.00	14.00	-1.62	1.00	-2.27	1.00	mixedsch	-0.36	low	vb3
34.00	15.00	1.24	1.00	0.95	0.00	mixedsch	-0.36	low	vb1
34.00	16.00	1.37	1.00	0.87	0.00	mixedsch	-0.36	low	vb1
34.00	17.00	1.44	1.00	1.36	0.00	mixedsch	-0.36	low	vb1
34.00	18.00	-1.62	1.00	-2.85	0.00	mixedsch	-0.36	low	vb3
34.00	19.00	-1.53	1.00	-0.54	0.00	mixedsch	-0.36	low	vb2
34.00	20.00	1.37	1.00	2.35	0.00	mixedsch	-0.36	low	vb1
34.00	21.00	-0.34	1.00	-0.79	0.00	mixedsch	-0.36	low	vb2
34.00	22.00	-1.22	1.00	-2.27	1.00	mixedsch	-0.36	low	vb3
34.00	23.00	-0.70	1.00	0.21	0.00	mixedsch	-0.36	low	vb2
34.00	24.00	0.48	1.00	-1.45	0.00	mixedsch	-0.36	low	vb2
34.00	25.00	0.48	1.00	0.37	1.00	mixedsch	-0.36	low	vb2
34.00	26.00	-0.42	1.00	-0.46	1.00	mixedsch	-0.36	low	vb2
35.00	1.00	-0.42	1.00	-0.54	1.00	girlsch	-0.12	mid	vb2
35.00	2.00	0.33	1.00	-0.62	1.00	girlsch	-0.12	mid	vb2
35.00	3.00	0.00	1.00	-0.21	1.00	girlsch	-0.12	mid	vb2
35.00	4.00	0.82	1.00	0.45	1.00	girlsch	-0.12	mid	vb2
35.00	5.00	0.54	1.00	-0.21	1.00	girlsch	-0.12	mid	vb2
35.00	6.00	1.31	1.00	0.12	1.00	girlsch	-0.12	mid	vb2
35.00	7.00	-0.13	1.00	0.54	1.00	girlsch	-0.12	mid	vb2
35.00	8.00	0.75	1.00	0.87	1.00	girlsch	-0.12	mid	vb2
35.00	9.00	0.40	1.00	-0.21	1.00	girlsch	-0.12	mid	vb2
35.00	10.00	0.68	1.00	-0.29	1.00	girlsch	-0.12	mid	vb2
35.00	11.00	0.61	1.00	1.28	1.00	girlsch	-0.12	mid	vb1
35.00	12.00	0.40	1.00	-0.54	1.00	girlsch	-0.12	mid	vb2
35.00	13.00	-0.34	1.00	-0.29	1.00	girlsch	-0.12	mid	vb2
35.00	14.00	0.07	1.00	-1.03	1.00	girlsch	-0.12	mid	vb3
35.00	15.00	-1.03	1.00	-0.29	1.00	girlsch	-0.12	mid	vb2
35.00	16.00	-0.34	1.00	-0.12	1.00	girlsch	-0.12	mid	vb2
35.00	17.00	-0.56	1.00	-0.46	1.00	girlsch	-0.12	mid	vb2
35.00	18.00	0.90	1.00	0.04	1.00	girlsch	-0.12	mid	vb1
35.00	19.00	0.97	1.00	1.61	1.00	girlsch	-0.12	mid	vb2
35.00	20.00	-0.70	1.00	-1.03	1.00	girlsch	-0.12	mid	vb2
35.00	21.00	-0.56	1.00	-0.29	1.00	girlsch	-0.12	mid	vb2
35.00	22.00	-0.20	1.00	-1.20	1.00	girlsch	-0.12	mid	vb2
35.00	23.00	0.90	1.00	-1.36	1.00	girlsch	-0.12	mid	vb2
35.00	24.00	-0.34	1.00	0.54	1.00	girlsch	-0.12	mid	vb2
35.00	25.00	-0.70	1.00	-0.37	1.00	girlsch	-0.12	mid	vb2
35.00	26.00	-1.03	1.00	0.04	1.00	girlsch	-0.12	mid	vb2
35.00	27.00	-1.72	1.00	-0.70	1.00	girlsch	-0.12	mid	vb2
35.00	28.00	0.90	1.00	1.28	1.00	girlsch	-0.12	mid	vb1
35.00	29.00	-1.12	1.00	-0.46	1.00	girlsch	-0.12	mid	vb3
35.00	30.00	0.13	1.00	-0.04	1.00	girlsch	-0.12	mid	vb1
35.00	31.00	-0.70	1.00	-0.37	1.00	girlsch	-0.12	mid	vb2
35.00	32.00	0.97	1.00	-0.62	1.00	girlsch	-0.12	mid	vb2
35.00	33.00	1.31	1.00	1.61	1.00	girlsch	-0.12	mid	vb1
35.00	34.00	0.33	1.00	-0.79	1.00	girlsch	-0.12	mid	vb2
35.00	35.00	0.61	1.00	0.95	1.00	girlsch	-0.12	mid	vb2
35.00	36.00	0.26	1.00	0.04	1.00	girlsch	-0.12	mid	vb1
35.00	37.00	0.13	1.00	-1.53	1.00	girlsch	-0.12	mid	vb2
35.00	38.00	-0.27	1.00	-0.37	1.00	girlsch	-0.12	mid	vb2
36.00	1.00	-0.27	1.00	-1.61	0.00	boysch	-0.10	mid	vb2
36.00	2.00	-1.72	1.00	-1.20	0.00	boysch	-0.10	mid	vb2
36.00	3.00	1.04	1.00	1.86	0.00	boysch	-0.10	mid	vb1
36.00	4.00	-1.72	1.00	-1.36	0.00	boysch	-0.10	mid	vb2
36.00	5.00	0.00	1.00	-0.87	0.00	boysch	-0.10	mid	vb2
36.00	6.00	-1.72	1.00	-0.95	0.00	boysch	-0.10	mid	vb3
36.00	7.00	1.44	1.00	0.29	0.00	boysch	-0.10	mid	vb2
36.00	8.00	-0.85	1.00	-1.86	0.00	boysch	-0.10	mid	vb3
36.00	9.00	-0.94	1.00	0.29	0.00	boysch	-0.10	mid	vb2
36.00	10.00	1.11	1.00	-1.53	0.00	boysch	-0.10	mid	vb2
36.00	11.00	-0.42	1.00	-0.54	0.00	boysch	-0.10	mid	vb2
36.00	12.00	-0.85	1.00	-0.12	0.00	boysch	-0.10	mid	vb1
36.00	13.00	-0.78	1.00	0.70	0.00	boysch	-0.10	mid	vb2
36.00	14.00	-0.78	1.00	-1.36	0.00	boysch	-0.10	mid	vb3
36.00	15.00	0.40	1.00	-0.54	0.00	boysch	-0.10	mid	vb2
36.00	16.00	-1.96	1.00	-1.45	0.00	boysch	-0.10	mid	vb3
36.00	17.00	-1.96	1.00	-1.53	0.00	boysch	-0.10	mid	vb2
36.00	18.00	-1.84	1.00	-0.12	0.00	boysch	-0.10	mid	vb2
36.00	19.00	0.33	1.00	1.03	0.00	boysch	-0.10	mid	vb2
36.00	20.00	-1.12	1.00	1.03	0.00	boysch	-0.10	mid	vb1
36.00	21.00	0.19	1.00	0.21	0.00	boysch	-0.10	mid	vb1
36.00	22.00	0.68	1.00	-0.70	0.00	boysch	-0.10	mid	vb2
36.00	23.00	0.61	1.00	1.36	0.00	boysch	-0.10	mid	vb1
36.00	24.00	-1.62	1.00	-0.37	0.00	boysch	-0.10	mid	vb2
36.00	25.00	-0.49	1.00	0.87	0.00	boysch	-0.10	mid	vb2
36.00	26.00	-1.12	1.00	-0.37	0.00	boysch	-0.10	mid	vb2
36.00	27.00	-2.11	1.00	-0.87	0.00	boysch	-0.10	mid	vb3
36.00	28.00	0.33	1.00	0.62	0.00	boysch	-0.10	mid	vb2
36.00	29.00	0.33	1.00	0.62	0.00	boysch	-0.10	mid	vb1
36.00	30.00	-0.70	1.00	0.37	0.00	boysch	-0.10	mid	vb2
36.00	31.00	-0.78	1.00	-0.37	0.00	boysch	-0.10	mid	vb2
36.00	32.00	-0.13	1.00	0.45	0.00	boysch	-0.10	mid	vb1
36.00	33.00	-0.56	1.00	-0.54	0.00	boysch	-0.10	mid	vb2
36.00	34.00	-1.62	1.00	-1.70	0.00	boysch	-0.10	mid	vb3
36.00	35.00	-1.22	1.00	-2.60	0.00	boysch	-0.10	mid	vb2
36.00	36.00	1.90	1.00	0.78	0.00	boysch	-0.10	mid	vb1
36.00	37.00	0.82	1.00	1.53	0.00	boysch	-0.10	mid	vb1
36.00	38.00	0.90	1.00	0.62	0.00	boysch	-0.10	mid	vb1
36.00	39.00	0.07	1.00	1.03	0.00	boysch	-0.10	mid	vb2
36.00	40.00	-0.94	1.00	-0.12	0.00	boysch	-0.10	mid	vb2
36.00	41.00	0.68	1.00	1.28	0.00	boysch	-0.10	mid	vb1
36.00	42.00	0.54	1.00	1.28	0.00	boysch	-0.10	mid	vb1
36.00	43.00	0.40	1.00	0.54	0.00	boysch	-0.10	mid	vb1
36.00	44.00	-0.34	1.00	0.12	0.00	boysch	-0.10	mid	vb2
36.00	45.00	0.75	1.00	1.03	0.00	boysch	-0.10	mid	vb1
36.00	46.00	0.00	1.00	-0.21	0.00	boysch	-0.10	mid	vb2
36.00	47.00	-0.49	1.00	0.12	0.00	boysch	-0.10	mid	vb2
36.00	48.00	0.33	1.00	-2.69	0.00	boysch	-0.10	mid	vb2
36.00	49.00	0.54	1.00	0.37	0.00	boysch	-0.10	mid	vb2
36.00	50.00	0.07	1.00	-0.12	0.00	boysch	-0.10	mid	vb2
36.00	51.00	1.58	1.00	1.69	0.00	boysch	-0.10	mid	vb1
36.00	52.00	-0.62	1.00	1.69	0.00	boysch	-0.10	mid	vb1
36.00	53.00	0.13	1.00	-0.95	0.00	boysch	-0.10	mid	vb2
36.00	54.00	0.07	1.00	-1.20	0.00	boysch	-0.10	mid	vb2
36.00	55.00	1.90	1.00	2.93	0.00	boysch	-0.10	mid	vb1
36.00	56.00	0.61	1.00	-0.29	0.00	boysch	-0.10	mid	vb2
36.00	57.00	0.54	1.00	1.69	0.00	boysch	-0.10	mid	vb1
36.00	58.00	-0.20	1.00	-1.20	0.00	boysch	-0.10	mid	vb2
36.00	59.00	-0.27	1.00	-0.12	0.00	boysch	-0.10	mid	vb1
36.00	60.00	-0.34	1.00	-2.27	0.00	boysch	-0.10	mid	vb3
36.00	61.00	-0.20	1.00	-1.20	0.00	boysch	-0.10	mid	vb2
36.00	62.00	-1.44	1.00	-1.20	0.00	boysch	-0.10	mid	vb2
36.00	63.00	-0.85	1.00	-1.20	0.00	boysch	-0.10	mid	vb2
36.00	64.00	-0.06	1.00	-0.12	0.00	boysch	-0.10	mid	vb2
36.00	65.00	0.48	1.00	2.02	0.00	boysch	-0.10	mid	vb1
36.00	66.00	-1.84	1.00	-0.46	0.00	boysch	-0.10	mid	vb1
36.00	67.00	0.26	1.00	0.45	0.00	boysch	-0.10	mid	vb2
36.00	68.00	0.07	1.00	1.36	0.00	boysch	-0.10	mid	vb1
36.00	69.00	-0.94	1.00	-1.20	0.00	boysch	-0.10	mid	vb3
36.00	70.00	-0.78	1.00	0.12	0.00	boysch	-0.10	mid	vb3
37.00	1.00	0.54	1.00	1.61	0.00	boysch	-0.76	low	vb1
37.00	2.00	0.00	1.00	-2.03	0.00	boysch	-0.76	low	vb3
37.00	3.00	-0.70	1.00	-0.62	0.00	boysch	-0.76	low	vb2
37.00	4.00	-0.42	1.00	-0.70	0.00	boysch	-0.76	low	vb2
37.00	5.00	0.13	1.00	-0.54	0.00	boysch	-0.76	low	vb3
37.00	6.00	-0.20	1.00	0.21	0.00	boysch	-0.76	low	vb2
37.00	7.00	-2.11	1.00	-2.11	0.00	boysch	-0.76	low	vb3
37.00	8.00	-1.62	1.00	-2.11	0.00	boysch	-0.76	low	vb3
37.00	9.00	-1.22	1.00	-1.20	0.00	boysch	-0.76	low	vb3
37.00	10.00	-0.78	1.00	-2.19	0.00	boysch	-0.76	low	vb3
37.00	11.00	0.00	1.00	-1.20	0.00	boysch	-0.76	low	vb2
37.00	12.00	-0.78	1.00	1.03	0.00	boysch	-0.76	low	vb2
37.00	13.00	-0.70	1.00	-0.62	0.00	boysch	-0.76	low	vb2
37.00	14.00	-0.78	1.00	-2.19	0.00	boysch	-0.76	low	vb3
37.00	15.00	-1.34	1.00	-2.44	0.00	boysch	-0.76	low	vb3
37.00	16.00	-0.94	1.00	0.54	0.00	boysch	-0.76	low	vb3
37.00	17.00	0.00	1.00	-0.29	0.00	boysch	-0.76	low	vb3
37.00	18.00	-1.84	1.00	0.04	0.00	boysch	-0.76	low	vb2
37.00	19.00	-1.53	1.00	-0.54	0.00	boysch	-0.76	low	vb2
37.00	20.00	-0.34	1.00	0.04	0.00	boysch	-0.76	low	vb2
37.00	21.00	0.07	1.00	-1.12	0.00	boysch	-0.76	low	vb2
37.00	22.00	-0.13	1.00	-0.21	0.00	boysch	-0.76	low	vb2
38.00	1.00	0.40	1.00	-0.29	0.00	mixedsch	-0.21	mid	vb2
38.00	2.00	-1.72	1.00	-2.19	1.00	mixedsch	-0.21	mid	vb3
38.00	3.00	0.97	1.00	0.70	1.00	mixedsch	-0.21	mid	vb1
38.00	4.00	0.68	1.00	0.21	0.00	mixedsch	-0.21	mid	vb2
38.00	5.00	-0.94	1.00	-0.21	1.00	mixedsch	-0.21	mid	vb2
38.00	6.00	-0.34	1.00	-0.95	1.00	mixedsch	-0.21	mid	vb2
38.00	7.00	0.68	1.00	0.87	1.00	mixedsch	-0.21	mid	vb1
38.00	8.00	-0.34	1.00	-0.95	1.00	mixedsch	-0.21	mid	vb2
38.00	9.00	0.90	1.00	0.54	1.00	mixedsch	-0.21	mid	vb1
38.00	10.00	-0.13	1.00	0.04	0.00	mixedsch	-0.21	mid	vb2
38.00	11.00	0.26	1.00	1.86	0.00	mixedsch	-0.21	mid	vb2
38.00	12.00	-0.20	1.00	-0.87	0.00	mixedsch	-0.21	mid	vb2
38.00	13.00	1.51	1.00	0.54	1.00	mixedsch	-0.21	mid	vb1
38.00	14.00	-0.94	1.00	-0.87	0.00	mixedsch	-0.21	mid	vb2
38.00	15.00	-0.94	1.00	0.37	1.00	mixedsch	-0.21	mid	vb2
38.00	16.00	-0.85	1.00	-0.70	0.00	mixedsch	-0.21	mid	vb2
38.00	17.00	0.40	1.00	-0.46	0.00	mixedsch	-0.21	mid	vb2
38.00	18.00	-1.34	1.00	-0.62	0.00	mixedsch	-0.21	mid	vb3
38.00	19.00	-0.94	1.00	-1.03	1.00	mixedsch	-0.21	mid	vb2
38.00	20.00	1.81	1.00	2.02	1.00	mixedsch	-0.21	mid	vb1
38.00	21.00	0.54	1.00	1.20	0.00	mixedsch	-0.21	mid	vb1
38.00	22.00	-1.96	1.00	-1.94	1.00	mixedsch	-0.21	mid	vb3
38.00	23.00	1.31	1.00	0.54	1.00	mixedsch	-0.21	mid	vb2
38.00	24.00	0.75	1.00	1.36	0.00	mixedsch	-0.21	mid	vb1
